filename,genre,zcr_mean,zcr_std,chroma_stft_mean,chroma_stft_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_mean,spectral_bandwidth_std,mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std
The Stars Look Different - Spinningmerkaba,Ambient,0.11168801056167826,0.03320203260660328,0.36403507,0.28635246,2177.743904766242,539.5955515465653,4473.635361532048,1271.6196638183917,2191.9822172094514,440.5359985630978,-88.64763,47.33726,95.31035,28.289558,-24.25877,19.625751,39.773075,11.386829,-7.2903337,9.235481,4.4739294,6.973965,-0.14389437,7.414027,7.4163465,8.654318,-15.373909,8.654962,-1.448596,8.969411,-13.198663,8.032454,9.204423,6.2724495
Ticker - Silent Partner,Ambient,0.04936032376660342,0.04466054344901924,0.27784565,0.30730087,1077.2125536842439,668.0322879172498,2157.761791019331,1439.9374310540727,1217.908285475872,563.5987862963827,-201.99557,87.11085,139.5079,42.080505,-12.399592,41.029617,31.67573,30.781937,11.187804,17.39765,-5.0621963,18.07535,-4.362625,14.751267,4.4653316,14.674956,-4.766696,11.697717,-7.7297664,13.099816,-14.171335,10.064027,-16.318722,10.483929
Trance Forme - Enrico Falbo,Ambient,0.12120486043924149,0.02678605044251773,0.32833645,0.29117817,1416.4538091891063,130.06947701875237,2679.8171288457816,197.31126355174155,1320.335184213532,106.69405522676348,-283.6263,78.855354,160.4661,17.96554,-62.825325,13.217334,49.446735,10.379142,-5.202869,6.65997,-5.311016,5.7437363,-4.778376,7.82636,3.0684514,4.95162,-5.884641,5.633181,0.77317035,6.798656,3.044823,7.0447435,-7.314267,7.7447467
Wheel Of Karma - Audionautix,Ambient,0.07564124957655827,0.04358694069227074,0.4584164,0.28503707,2333.5596264356136,610.9131283062799,6189.983783504827,1825.9854725126797,2947.957491769579,442.31266816585526,-55.363514,72.9543,96.834145,18.04645,28.856525,21.72996,22.148455,12.118826,13.062164,9.998231,11.800569,7.540547,-1.9660497,7.1745753,11.51013,7.3989344,-1.2604896,5.8323026,12.131188,6.387978,-4.0990486,6.280123,11.047434,6.4292197
A Country Dance - Jacob Heringman,Classical,0.045822969988441216,0.0102683003483182,0.24949715,0.2890868,823.6283444878279,153.0264491633144,1181.879863461856,342.3041781354044,1148.9699671886276,219.5258040296922,-270.26422,63.53316,181.03426,15.72756,9.297043,20.31548,16.885868,9.580015,-8.567925,11.347143,-5.5764413,8.12435,-14.208999,8.767824,-11.1229925,7.733066,-12.815539,7.63059,-11.233911,8.092775,-9.411507,7.1708946,-8.125114,8.01269
A Fantasia - Jacob Heringman,Classical,0.0509398175253708,0.01823971853015406,0.19178055,0.30189106,1461.020959836401,600.1224631968404,3013.009493468238,2011.5515952418443,2010.4957802376473,594.3650176770929,-471.48395,70.503555,109.69414,27.665369,26.567434,12.159073,20.513271,10.248034,7.9158664,9.669521,5.288486,8.026436,-5.1754107,12.761563,-4.5521903,8.95505,-8.284872,9.154016,-8.7634115,9.118721,-7.3797603,9.6622095,-2.9938622,14.443281
Andante K238 Two Sonatas - La Riche and Co,Classical,0.09761874397493574,0.03584219152640516,0.23236102,0.28802252,2042.4360033568566,421.9102308593934,4688.39940653117,993.7648363630299,2334.921833792849,261.1824589725275,-174.87128,57.79021,88.00899,17.225597,5.2981195,9.457712,34.280624,11.028067,-10.366567,9.407554,10.307478,7.4846754,-12.412021,9.13164,10.549869,8.692065,-2.4238667,11.03852,9.941151,10.70856,-3.7714424,11.172538,11.025673,10.127602
Besse Bell - Jacob Heringman,Classical,0.05007693147501184,0.012064773117848393,0.26190796,0.29669884,903.7349314452763,203.16086359781787,1362.242860129974,470.0521572022039,1191.1933094102224,253.3310338946742,-260.53244,61.935955,178.62022,20.661278,-1.6594042,21.500053,15.500385,9.898494,-12.760181,11.586176,-5.8913226,8.730045,-13.046529,7.990444,-11.966135,6.7785997,-12.958216,6.707354,-9.310679,6.809356,-10.241666,7.584651,-4.058807,7.7115116
Daru Dedena - Samitha Erandathi Mudunkotuwa,Classical,0.06680173531918977,0.030132091169489273,0.25205645,0.2998447,1563.0950241313592,529.267232310681,3115.925096042024,1503.5736342421965,1936.9225596313302,453.72120353091356,-145.10106,77.321045,121.324165,32.389454,-8.444384,19.565218,19.228445,14.768197,11.388038,13.500716,19.96868,15.322906,-13.644383,14.792216,9.379077,13.255019,-16.525972,15.551098,1.1136272,12.136428,-15.419032,14.839362,1.1857343,13.390908
Daskon Pramila - Samitha Erandathi Mudunkotuwa,Classical,0.10721488976750311,0.0436358410635595,0.3042922,0.29975197,1911.39047769425,509.0931276383402,3428.290730821551,1084.2407051989503,1864.0361262744718,375.13598204751054,-118.903305,64.76871,104.39163,30.841423,-42.063637,19.252022,33.01325,18.109856,14.559,13.247254,12.5256815,15.572261,-10.09297,12.926895,4.0241733,11.953472,-9.446776,12.593639,-5.109787,10.95882,-15.1487,12.229472,-3.108525,10.570432
Estampie Real La Septime - Dufay Collective,Classical,0.07930082584039785,0.020868563119866016,0.1887528,0.29100418,1667.4035473475697,225.04112401603635,3164.612720099515,679.8911451706218,1877.5737429510855,221.1164065700981,-238.81128,60.866493,104.40827,17.340961,-24.138046,14.102396,4.672948,9.093556,-19.788933,10.43668,2.2549307,8.056505,-10.9028635,9.385282,-1.2826695,8.462897,-14.668809,9.963714,-4.2733707,8.171244,-9.340858,8.298723,-7.886892,9.466521
Fabordon del primer tono - Dufay Collective,Classical,0.0625597124129257,0.01923510390020456,0.2545479,0.2922158,1633.273223254821,356.98470749323116,3753.6564688195385,1074.752229850914,2108.0634797891807,356.6559197495817,-208.55887,93.60719,107.6757,19.026455,7.504508,12.1642885,34.86256,11.343755,-8.059966,11.014561,8.003704,7.1292877,-13.870903,9.430144,-4.5215816,7.3995037,-16.94988,9.554459,4.2992115,7.7215605,-8.360922,9.157914,-1.6679995,8.6206455
Fantasia 33 - Jacob Heringman,Classical,0.032962763641640865,0.00929509848959998,0.21674837,0.2968334,723.936192479267,213.23016806025115,1034.8437424414667,609.4790159863267,1205.038288688502,353.19138844450805,-338.4703,61.677616,155.30171,29.752758,34.756783,15.382869,19.859505,8.487721,13.840376,9.12632,6.438076,7.368707,-10.773141,10.00186,-8.346225,7.6278934,-4.487323,7.4729323,-7.9609914,7.95408,-10.114224,9.129067,-8.409137,8.971856
From Russia With Love - Huma-Huma,Classical,0.09402074190375302,0.04162748071491523,0.27505296,0.29377174,1654.440743917937,426.59899293212857,3005.326621389942,654.3535025777882,1582.607803522633,231.73482383976668,-122.06095,52.986183,124.916435,32.10294,-49.391193,16.14979,33.005226,9.614169,-0.902368,12.884734,-6.843377,10.265709,-13.892804,8.923601,-0.61811215,11.210284,-12.869573,10.032667,-10.217109,9.840884,-16.24642,9.769637,0.5191596,8.611667
Gymnopedie No 1 - Kevin MacLeod,Classical,0.03918599431465624,0.012176020791346472,0.22925527,0.29339108,507.77522338753874,116.633141733652,748.845331187756,225.85259192470352,524.8610696989265,153.98490799812333,-387.33582,48.512993,168.71802,34.746502,53.83418,20.86955,4.451669,14.250656,3.4536774,8.582452,-0.5159956,7.2079544,-8.472188,8.945322,-8.253888,9.081485,-5.8152742,8.774531,-6.738316,8.36033,-7.6380672,8.511511,-6.9209027,11.217447
Gymnopedie No 2 - Kevin MacLeod,Classical,0.03985743613138686,0.019856808028985738,0.25752914,0.2922951,568.8307813441543,191.37159477850568,935.5815251482665,481.8597823804019,575.9995066658976,283.2124837056736,-359.45636,64.671936,160.49342,41.166103,36.87177,26.750122,-1.4859004,13.582971,4.622109,8.618471,0.41970745,8.236884,-9.207252,10.08199,-10.019943,9.75281,-7.303444,8.658947,-6.949816,8.586317,-7.5350113,7.9281607,-9.193527,10.684196
Gymnopedie No 3 - Kevin MacLeod,Classical,0.03643156712870296,0.010889844753299996,0.23742197,0.28982133,502.46761928953833,108.96133351325267,770.0542387034627,227.40761823789606,503.4692021035546,140.0460279276224,-364.56668,54.600742,169.509,38.06793,49.193474,22.121754,1.0362662,17.35759,4.423356,7.235796,1.8388301,7.767304,-8.317884,9.227047,-11.095992,8.220773,-8.248294,7.4732747,-5.9905925,6.824281,-6.527045,9.4138775,-9.7078285,12.319206
Hope for Rebirth - Celestial Aeon Project,Classical,0.07121352394028466,0.03402248923471844,0.26002684,0.27425504,1733.8778636655654,682.620142232826,3801.4564891852956,1790.830349327609,2171.1997226356834,526.7861768038852,-180.4281,43.297306,123.87917,32.17721,11.978863,8.70888,31.13681,7.0763483,-5.1196194,8.399696,5.3761663,7.1643906,-17.992718,6.3899856,-0.043505386,6.0992713,-19.276497,6.250093,-6.0633683,8.942789,-12.73437,9.08948,-3.0110667,5.448444
Polish Dance - Jacob Heringman,Classical,0.03324335095849176,0.01111166453577294,0.2315655,0.30216885,894.4422986862401,356.99560551392887,1486.2959132901617,1190.2388901306913,1543.480582067652,495.8252030338738,-368.29532,68.41598,135.80093,30.541086,44.2753,16.087906,27.588356,9.864721,13.124854,11.231841,7.684599,7.883242,0.010895149,8.720437,-2.7403572,8.336088,-6.212306,8.648088,-9.893505,8.661961,-11.615682,9.05903,-5.5790634,8.218942
Profondo Blu - Fabrizio Paterlini,Classical,0.03612213968579235,0.02314455468312855,0.24940999,0.29633006,538.739719864637,380.32453490108884,957.345030737705,921.9346624131065,571.1263125636667,428.36115364252623,-486.53146,57.734665,186.84053,48.844074,49.451923,19.6303,-9.224889,10.813746,-1.117604,7.8320584,6.737846,7.144952,1.7548525,6.8540707,-5.5415745,5.893374,-15.216517,8.229371,-18.522346,8.324765,-6.7270923,6.393555,3.5488389,9.079121
Recercata Primera - La Primavera,Classical,0.04024135044642857,0.020853385420619635,0.27138174,0.30128556,946.5710338459453,302.13057097787566,1658.9422804309477,716.7222309192582,1417.8713761447805,396.8876179835363,-248.59608,87.62032,140.9246,40.914757,5.682596,16.352175,19.501701,9.97663,11.917019,9.430517,5.7810197,8.5947075,-9.413069,11.185668,-5.565258,9.199901,-8.78185,9.836395,-2.8897874,8.507435,-2.7472072,7.375618,-7.688814,8.671118
Rossingnolet Canzone Francese a quattro di Thomas Crequillon - Paul Beier,Classical,0.043767686967879256,0.018876026906119267,0.22572604,0.30069783,1057.3879559612792,383.473720447214,1800.8724437040441,1087.1004100971597,1544.878112327631,374.4793530334071,-254.03671,68.7505,140.49422,22.64414,10.559289,13.883102,16.573563,10.416413,-4.997951,10.266069,-0.4990841,8.080899,-8.010434,8.429129,-10.417231,8.154169,-13.776187,9.028074,-9.646979,7.747702,-13.512204,10.364785,-12.341235,9.526779
Sanda Eliya Galai - Samitha Erandathi Mudunkotuwa,Classical,0.055275421681757954,0.023407327821789753,0.2880878,0.30502355,955.3703383844535,243.66197156527573,2191.0953589125993,578.7350182084613,998.6707012356738,143.323745171458,-313.5903,31.429375,184.69902,18.282873,-35.484737,19.36498,38.257492,17.14014,44.23281,12.84836,-22.976746,14.170104,18.308367,13.94261,16.800522,16.29831,-23.153263,13.691926,5.529656,10.447942,3.3541696,9.0053215,-17.098188,10.849779
Solitude - Soularflair,Classical,0.01998443603515625,0.004995670446443652,0.2477305,0.30196926,331.02592575135617,78.20244082012965,530.2046585083008,177.10031044547785,322.7169991925348,87.13579200227484,-360.73206,29.690746,141.79172,24.132442,69.07387,12.846535,17.85287,11.142469,3.9494464,9.953436,4.919547,10.707625,4.137763,7.819006,1.6868293,9.362608,-2.3199344,9.615859,-9.545271,8.605576,-15.176956,7.7500944,-13.931557,8.839678
Sonata III Grazioso - Doc Rossi,Classical,0.03769218881523569,0.013724266924629948,0.2299676,0.29253846,914.507385543874,295.1492815935318,1483.2573168205492,753.4752674059645,1407.4825340575405,390.98920056916694,-288.45486,68.25766,136.76823,31.197685,19.77922,14.677972,20.987896,10.883907,1.8950429,10.449278,5.369601,8.279036,-13.735598,10.342992,-14.903719,9.1627655,-7.9902663,7.9338536,-12.154476,7.875756,-14.812838,8.99215,-11.684663,8.384191
Sonata V Minuet - Doc Rossi,Classical,0.0314346617975679,0.010794065339335695,0.22226961,0.2953579,736.1895557999818,253.06772672223707,1093.4531302779847,629.245927754088,1219.4605097867423,378.15763061525223,-347.6824,63.332523,129.85588,31.126245,31.919996,17.074177,22.923738,10.616719,12.800411,10.195829,8.521033,8.137502,-4.667255,9.336885,-8.510259,8.49965,-8.257859,7.789782,-13.681617,8.037054,-15.234526,8.603365,-13.076591,8.6290045
Sonata VI Largo - Doc Rossi,Classical,0.03708609083237125,0.01606274431603999,0.22339597,0.29548877,776.1093478295929,260.09341936681153,1126.4117779064916,606.8855367219289,1209.1709965644295,357.97362886860884,-327.69836,63.914158,146.65288,28.626865,30.605864,19.829937,20.701363,10.788376,4.9103575,10.401521,1.440006,8.562395,-12.177152,9.615745,-12.775967,8.710648,-5.021541,7.545025,-10.42805,7.7968903,-14.299763,8.379078,-9.272515,7.408301
Suite in d minor Gigue la Ma - Hanneke van Proosdij,Classical,0.11894754570628871,0.02627769400962245,0.26806012,0.28531373,2278.571494667653,308.8146557637628,5042.714036538977,709.6492925761916,2443.2911172513445,209.09798848833725,-118.05337,42.858208,87.983696,11.551722,-7.215685,7.491199,21.67362,8.955205,-8.770203,6.1363764,12.943867,5.8758926,-12.468631,6.395569,-2.1779287,7.8698597,-12.923163,8.2645235,0.57441425,7.011115,-10.626654,9.184911,5.255818,8.838393
Tamerlano Act III track 1 - The English Concert with Trevo,Classical,0.07842040825039032,0.04638538087343412,0.34158406,0.3171634,1621.615040822985,631.794741017112,3179.2068231301228,1371.9059811454383,1841.873970176392,504.49696827944985,-326.5045,78.085785,119.41601,33.353523,-14.16158,30.78389,21.731436,16.764467,5.165742,18.008863,-12.182313,21.197365,-5.4009995,14.641507,6.7352777,14.242827,-13.056498,13.452055,1.9335995,9.072312,-0.079092555,11.353221,1.2409592,10.826707
The Orange Rogue - Doc Rossi,Classical,0.03377350907329105,0.01531895438746579,0.21158461,0.29561374,1004.0873196994132,398.20236185068126,1873.5495259645877,1323.3924398644438,1607.7363695119282,488.1448810069908,-299.33096,65.56822,100.19628,25.830446,30.736702,14.269665,46.4605,12.204744,4.999589,10.355381,-2.4374912,7.620575,-18.718237,9.486611,-20.178387,8.701107,-12.698141,8.030403,-19.952986,8.473258,-26.509897,10.193854,-17.360529,8.119481
Undertow - Scott Buckley,Classical,0.020952640149297423,0.006342124718074508,0.23485093,0.295805,284.8762195054109,63.6280288818919,380.579613857582,120.73521046301568,333.9647720225445,91.71926069746281,-472.5485,36.70262,164.65591,34.447067,94.84741,17.78434,37.646168,12.824847,11.154599,6.2149053,4.1987195,5.2608356,1.1666565,5.100312,-3.9111474,5.163441,-7.912071,6.490439,-8.348882,7.2680464,-7.8460827,5.287958,-9.403751,5.2711377
Vivaldi Suonata a Solo facto - La Serenissima,Classical,0.09096193557268722,0.03809862120703683,0.22562309,0.28811985,1972.982043603493,496.21849382190805,4161.77244372935,1164.971243673501,2127.9182384149453,383.5299600761602,-227.91568,72.90981,90.22435,22.298616,-14.466834,13.872876,19.158092,8.632372,-18.20625,9.800074,-0.14555135,7.793143,-14.320875,8.18567,-0.87102914,8.307956,-13.087123,9.372712,-5.264524,10.061802,-16.499846,9.809098,-3.9851284,10.227587
Waissel Polish Dance - Jacob Heringman,Classical,0.032657286787665885,0.010926132451711666,0.2366159,0.30277887,926.4747212001868,339.7097886476505,1579.118372182377,1221.300315751911,1632.688097474656,485.5101022183821,-384.72858,69.305374,133.98328,29.783981,43.539528,15.561154,28.63081,9.485318,14.432341,11.435057,8.914755,8.150862,1.0942304,9.098351,-1.2370238,8.113842,-6.1517234,9.050294,-9.6648,9.025609,-10.59104,9.1766815,-4.8481746,7.9593616
Wistful Rain - Ghostrifter Official,Classical,0.02434848656400966,0.02621620811503079,0.28569785,0.31023622,734.7745171511684,503.4658173839342,1038.9614470108695,1317.9008843952447,1444.1904406657156,496.81084194524533,-405.955,37.984203,140.65985,34.25974,59.44276,16.729422,36.840645,13.263303,16.316551,10.139166,13.623695,8.93591,-0.5243541,7.4892335,1.3000135,8.557671,-2.4562395,9.670102,0.97149944,10.100547,3.7378876,10.534006,-0.5090885,11.166563
As She Came Out of the Water - Mittimus,Country - Folk,0.04845086825696056,0.03563187088044623,0.27917278,0.30259085,1304.5445779603524,756.2380364189561,2382.849602577581,1707.249598300927,1810.7839702183505,529.1182324058448,-269.59543,78.05851,131.44879,31.153,19.656239,23.591486,28.931044,22.334042,15.6229515,14.854399,7.1005473,11.448321,-7.1395335,11.367402,-3.742516,11.449274,-7.4288387,10.832405,0.50094193,12.592225,-7.1073465,8.906368,1.7916162,9.3629055
Atavistic - Brett Saxon,Country - Folk,0.0431287368077072,0.045392302009944284,0.33281505,0.31302878,1276.6630745187786,871.8084545272442,2515.5818451660534,1840.506357352312,1738.0829734637948,568.225611541432,-227.01553,92.86329,118.0581,36.492275,10.732468,24.879942,35.891125,17.294525,8.763355,19.597925,18.134718,12.385719,0.1408838,13.982771,6.7217894,9.151943,-7.1879888,9.42639,-1.7693111,8.465483,-11.627481,9.848853,-4.573454,7.9414477
Awake Too Long,Country - Folk,0.05859714870939675,0.01504808021485533,0.4059488,0.29493725,1261.493940510475,268.68314334242456,2256.5314697832077,837.5530581362074,1631.5803860704345,305.6402063040096,-37.346546,27.536104,153.50168,16.783499,-19.163137,14.649652,13.151812,11.341019,-6.406463,10.038998,15.599052,9.059552,-5.957329,7.441715,17.891762,8.773041,1.3747671,6.459968,8.46072,6.541723,-6.1385965,6.5071435,5.521649,6.296439
Canyon Breeze - Montana Skies,Country - Folk,0.04179248765491867,0.017015795769342843,0.2873948,0.29478616,963.835642529621,273.13825082836854,1823.8756482680576,696.4614417477923,1514.6258177364027,280.1575435881625,-208.63062,44.792377,147.49895,20.93912,12.24751,14.088495,38.202263,9.323882,17.53666,9.650181,16.02653,7.729046,-0.421887,8.240325,1.9617331,8.279338,-3.1531222,6.570546,-2.6022701,8.691728,-13.633747,9.394521,2.1690216,8.177453
Castle By the Sea - Cath and Phil Tyler,Country - Folk,0.05444052272947328,0.03205148914406915,0.2559877,0.30006793,1215.4989742983862,590.9230325760532,2444.435541579928,1307.8082282465398,1516.4527661977022,471.39455769028365,-254.37183,59.7598,128.10315,29.227957,-6.753211,21.026453,28.777903,16.185125,6.5075393,15.207781,25.331335,11.765448,9.576485,9.744664,0.5441054,10.51814,4.97333,10.111483,1.8766513,8.697118,-10.562968,8.302446,-11.413461,9.6843
country.00010,Country - Folk,0.07654006851798144,0.04940798316631504,0.2914594,0.3032161,1861.4546089152097,746.6173411088895,3769.3680553037993,1415.095657858023,2127.2426522367728,370.5059975326418,-197.70265,65.19889,106.49648,30.600538,-4.43353,24.037014,37.656395,17.872818,-0.8653611,17.290688,-0.9621034,12.698015,-3.4531174,12.068574,-0.049805444,9.500719,-9.302802,12.331844,-5.177724,12.422217,-4.2500987,9.930071,-3.5460405,9.765732
country.00025,Country - Folk,0.05727693892594741,0.03975227013680062,0.34732932,0.29856843,1565.1556633857267,642.3978392146793,3188.704332674739,1412.5895277020584,2016.0878279928013,386.7492197526124,-200.6344,63.532192,119.69184,31.622902,-3.590749,17.507938,31.953747,16.485806,9.979258,14.297231,15.293263,13.224657,0.6465811,9.956053,0.23592457,9.776586,-4.47019,8.584156,-2.3123803,9.073681,-5.2613406,8.01617,-2.4783907,7.3110313
country.00044,Country - Folk,0.06650367966937355,0.03920999111209752,0.3600969,0.2921229,1729.7885873441894,749.3064453194794,3359.5210878589037,1728.9914651135493,2247.6077330462153,551.1048461889628,-162.78079,71.26001,119.890144,33.884674,-2.9078407,20.375198,20.50893,17.754868,27.810162,16.059519,5.49017,19.54146,6.0408688,11.196459,1.1912667,9.268328,-3.696575,8.6931505,0.35227916,8.623557,4.4168353,9.551773,-0.41024777,7.424263
country.00052,Country - Folk,0.03546288911446249,0.024980344024464685,0.3289262,0.29622847,1115.6797011223894,479.3514403466058,2347.685365610499,1210.6055670593,1662.994993608942,375.07230313718645,-265.2709,57.498917,138.86661,25.233839,6.1286917,16.991524,47.477863,16.492868,-2.3875468,19.324865,21.05125,10.498346,4.090744,10.295286,17.650291,11.23355,-12.018802,11.763103,15.490483,13.516003,-1.128818,9.219291,7.8953543,10.386736
country.00054,Country - Folk,0.06018472363205723,0.024969711170126436,0.31272689,0.29835823,1654.4094241284452,555.6412762441322,3907.9599473426624,1332.04628183309,2105.4593582487328,368.1390800524259,-175.00964,39.749554,115.713554,23.740242,5.100794,12.814532,58.16809,11.133899,-3.3074555,10.5190735,29.656008,9.443946,-10.033722,8.973631,19.659372,9.926904,-16.311836,10.091241,13.744991,10.468621,-8.834571,7.4357667,7.2225156,9.605041
country.00060,Country - Folk,0.04291625882153906,0.033462551658240754,0.3421015,0.29706633,1373.628372258797,722.2646188585605,3070.4965401138343,1846.3447473378944,1930.5879079919316,547.6413985721044,-178.47949,61.656662,130.10803,31.765778,12.076066,15.68028,47.04983,11.170612,2.611667,13.130821,24.099434,11.075732,-4.625375,10.362088,22.778528,10.146227,-10.929766,14.281236,13.5343075,12.009385,-6.806915,11.455191,8.726394,9.8171
country.00069,Country - Folk,0.06107367495649652,0.03181112453107174,0.3521479,0.29360646,1327.7101967128094,417.94377622717076,2755.833658098898,848.3144759257677,1632.734167099931,261.5873601740184,-217.11804,51.46424,136.18945,26.41965,-10.363232,15.12295,51.37767,15.795482,2.5987258,14.597119,15.119396,10.607982,-0.679669,12.795799,12.28111,11.194746,-6.2290382,9.767023,7.803085,9.527553,-5.4126134,9.903919,3.6122782,9.876745
country.00083,Country - Folk,0.059544633362335654,0.02865253263291784,0.31846547,0.29081476,1436.111663789828,547.113361485204,2924.4271475311775,1286.1688931033948,1729.5519565605437,399.85470427567003,-148.53708,62.0991,141.28717,27.03338,-15.904905,22.0049,44.664753,16.713173,0.9870617,15.370037,13.670254,10.550536,-13.241115,11.998332,12.6545315,9.396605,-11.70802,10.583366,12.162337,10.339823,-10.482789,10.2738285,9.917888,8.507166
Creepin Crazy Time,Country - Folk,0.07198914661599536,0.022145720648801097,0.31781796,0.29456672,1424.9035344150027,308.860685650203,2524.6638196831427,847.6339681628214,1756.4169429075723,351.4197055606865,-65.7995,52.583115,146.80095,21.921698,-22.411903,17.61252,9.021807,9.9570875,6.5860667,9.943091,13.23115,10.193392,-5.6523385,9.664113,3.8385339,10.650294,-1.2137755,7.601129,11.203874,6.951932,-6.6637287,7.3034797,0.52239287,8.228697
Dieter Rams - Plusplus,Country - Folk,0.030334236634764113,0.00933527833116038,0.37234128,0.28307825,951.1020310957551,371.5410930707004,1861.5728887217228,1235.032403834036,1644.081838520374,444.92145270985,-179.04178,42.190273,152.6223,24.78014,22.787498,10.381304,42.03868,9.2053795,9.917979,6.346535,19.111134,5.4966455,-3.1680653,5.446223,9.677605,6.4264107,-1.9512696,6.2714634,3.316879,5.8761067,-8.603022,6.5722814,2.9612694,6.939618
Folk Round - Kevin MacLeod,Country - Folk,0.07602875638012938,0.04164622811360141,0.25006238,0.30560437,1358.5033706894694,405.4635627871833,2476.719903338671,991.1395081721197,1668.2220122168376,397.3397594937396,-308.05908,70.809555,117.37543,26.029112,-8.639233,22.429924,16.08813,14.449518,3.7132676,13.654092,13.381794,12.038366,-4.6782794,12.031236,1.0098913,14.200734,-3.0100434,12.583525,2.0794756,12.975798,-5.077423,11.996004,9.741796,13.701947
Gone - My Bubba and Mi,Country - Folk,0.05511158340583913,0.04005509873056385,0.2397117,0.2965878,1285.2796068822533,636.6415979932212,2370.4342870867167,1402.1095459235528,1744.9974704510753,444.0986018699956,-237.57098,67.785416,134.85822,28.827528,13.778983,26.685314,32.93941,18.409193,0.93752265,12.185568,7.8397264,12.379434,-1.8293037,11.152363,-3.0539165,9.625907,-16.35703,9.309148,5.462063,9.4013405,-10.064981,8.577779,-0.5444278,8.897918
Harriet - Ayla Nereo,Country - Folk,0.04942959528589396,0.028339684626285454,0.21884735,0.29746446,967.9473892253387,688.413122943357,1601.8278139663555,1423.1506664915323,1209.1070517494154,642.0221682717274,-379.52255,73.16039,137.31624,32.880077,22.784527,21.760632,7.567875,14.646229,4.216146,15.015126,-5.207094,14.890538,-7.175709,11.843761,-8.139204,8.573177,-10.665593,10.638839,-9.347248,10.244802,-3.9704106,8.80296,0.25989005,9.096715
Holiday - Julie Byrne,Country - Folk,0.03802136202146172,0.03492623251361595,0.23480275,0.30796844,1155.8190332057316,592.5428719465067,2109.2380320113107,1325.4333430175645,1695.5285427316055,406.58355760230046,-283.33127,69.448746,124.7632,23.994495,15.083563,24.42238,35.94344,20.628433,8.370304,16.816774,4.3806615,10.873777,2.2043371,14.23677,-6.655846,10.888046,-6.5779843,8.311037,-5.82788,9.750012,-16.806784,10.600118,-2.3696966,12.25656
Lay Your Head On The Rails,Country - Folk,0.05174835701491092,0.0148383616093089,0.35902566,0.2937864,1008.2461449944299,160.13033352729417,1692.4663989881874,320.98767071755987,1210.4583912561543,195.83875056852102,-105.170555,31.42288,191.2296,16.934341,-30.76082,13.940709,12.246573,10.964634,-8.021768,11.274096,12.237928,10.203386,-9.420641,8.998285,-3.1114373,6.930214,-8.293772,6.9723473,-5.3338933,5.9100432,-6.2822886,6.059901,-1.7318013,6.021467
Moonlight - The Golden Dawn,Country - Folk,0.03865540837236534,0.017259756399328512,0.28965592,0.29853663,1022.02774696163,298.00220930078075,1986.1228067366803,695.2534274603721,1515.771034461661,270.82040516986376,-216.65935,64.45842,148.91919,16.06815,-10.514309,9.338807,31.917068,9.632334,12.568987,10.942004,17.49485,6.80721,8.092529,12.020271,3.779988,7.712741,-6.695036,7.3566303,-0.35318643,8.149106,-4.620089,8.02914,-3.0595288,6.8401103
Rainfalling Throat - Ayla Nereo,Country - Folk,0.04874355542825537,0.04451987357417695,0.19529498,0.30326807,1233.4191030588934,742.4253302925722,2076.089342505531,1539.7487229862509,1701.4826183930284,399.3847892882333,-336.0329,113.7546,113.060104,30.647493,12.1071,29.028572,13.484054,17.81781,0.8224311,22.018595,-0.4612338,16.623995,-5.371595,16.24342,-12.213003,13.050725,-12.131647,11.227846,-2.6972463,10.944426,-6.6544433,8.32164,-5.296147,8.577007
Re Your Brains - Jonathan Coulton,Country - Folk,0.10252544660147173,0.037803429017569126,0.4231719,0.27868393,2187.7175885977454,468.53365724275216,4485.0442970565455,1095.7490749082353,2254.1650630896343,329.8845395947346,-51.64083,50.409172,99.85439,20.184532,-22.815998,15.463038,36.428356,15.98452,2.782588,9.997368,8.272772,8.722379,-4.722762,9.086215,11.589619,8.46685,-7.230487,7.921093,6.559021,7.024431,-6.4203644,6.3303814,3.4914613,6.1905823
Ringers in the Fold,Country - Folk,0.06986998329783115,0.017930155966707193,0.2722965,0.28164315,1350.7337889480684,375.07773341650153,2364.490814563565,1080.911871390015,1564.2318206548314,443.9469547087506,-90.93275,39.935455,158.20517,31.40557,-31.232279,16.24868,-5.158849,12.639527,-14.629575,10.1918335,4.6370726,10.043659,-15.677642,11.063863,0.36310107,11.298133,-6.60619,7.331056,14.082375,6.3293986,1.1252027e-05,6.3356004,-3.4382386,6.4631844
